ID	Номер участника	Имя	Дата создания	Дата рождения	Пол	Город
410	6168208546576327	Нелли Романовна Кузнецова	31.03.2021 10:38	06.08.1998	Жен	Минск
424	1375872452060944	Юлия Вадимовна Виноградова	02.04.2021 6:19	07.07.1984	Жен	Брест
425	5040141176557139	Аркадий Вячеславович Смирнов	02.04.2021 13:58	23.11.1979	Муж	Минск
426	9802925581059031	Любовь Валентиновна Козлова	02.04.2021 15:28	01.10.1972	Жен	Гродно
427	7659963561971746	Дмитрий Алексеевич Васильев	02.04.2021 20:37	10.12.1985	Муж	Брест
428	4897647226190073	Валентина Васильевна Смирнова	02.04.2021 22:15	11.06.1983	Жен	Минск
429	8931843362793644	Василий Юрьевич Козлов	03.04.2021 3:49	29.09.1969	Муж	Минск
430	4007060771354375	Герман Евгеньевич Макаров	03.04.2021 6:16	22.01.1971	Муж	Брест
431	4533940654234909	Константин Сергеевич Морозов	03.04.2021 8:23	20.11.1969	Муж	Барановичи
432	6331323590253808	Вера Аркадьевна Зайцева	03.04.2021 12:07	09.10.1973	Жен	Брест
433	2151630302925807	Евгения Игорьевна Андреева	03.04.2021 13:59	16.08.1960	Жен	Брест
435	6652248535450245	Наталья Юрьевна Козлова	03.04.2021 16:31	06.03.1944	Жен	Минск
436	6592835461306057	Олег Павлович Семёнов	03.04.2021 17:23	02.08.1982	Муж	Минск
437	4956895623607405	Валентин Германович Васильев	03.04.2021 19:56	01.07.1967	Муж	Гомель
438	4206873538986368	Валентина Викторовна Козлова	04.04.2021 2:30	16.02.1988	Жен	Брест
439	8087660265670357	Константин Германович Кузьмин	04.04.2021 5:14	05.11.2004	Муж	Могилев
440	8020575919479097	Виктор Аркадьевич Волков	04.04.2021 6:02	20.01.1975	Муж	Брест
441	1427748671344826	Нина Валентиновна Воробьёва	04.04.2021 9:27	27.06.1964	Жен	Гродно
442	8808736798095738	Борис Валентинович Белов	04.04.2021 14:02	20.10.1986	Муж	Брест
443	3121406826830494	Зоя Павловна Макарова	04.04.2021 14:51	10.02.1980	Жен	Брест
444	8215561237962609	Валентина Георгьевна Белова	04.04.2021 15:31	02.08.1997	Жен	Брест
445	9808418016408462	Альбина Викторовна Воробьёва	04.04.2021 20:53	20.08.1999	Жен	Гомель
446	9100571315291731	Вячеслав Никольевич Волков	04.04.2021 22:21	20.01.2000	Муж	Минск
447	2279955264377459	Валентин Викторович Петров	05.04.2021 7:58	21.09.1970	Муж	Гродно
448	7896826787604548	Ираида Дмитрьевна Ильина	05.04.2021 9:51	12.10.2004	Жен	Брест
434	4634550226897572	Виталий Борисович Макаров	03.04.2021 15:45	17.04.1999	Муж	Брест
450	1232965927337953	Альбина Вадимовна Титова	05.04.2021 18:39	29.05.1980	Жен	Минск
451	7236650669423052	Валентин Юрьевич Кузьмин	05.04.2021 19:09	05.08.1992	Муж	Минск
452	1871561605786453	Евгений Альбертович Козлов	05.04.2021 19:58	03.04.1961	Муж	Брест
453	5140356942547086	Вера Фёдоровна Новикова	05.04.2021 22:22	03.08.2003	Жен	Минск
454	5444691114576652	Валерий Альбертович Кудрявцев	05.04.2021 23:34	15.09.1991	Муж	Минск
455	3599278995636462	Валентина Игорьевна Козлова	06.04.2021 1:09	13.12.1967	Жен	Брест
456	7603992869500781	Григорий Станиславович Куликов	06.04.2021 4:12	07.09.1989	Муж	Минск
457	8708209147781390	Михаил Альбертович Смирнов	06.04.2021 7:04	07.08.1985	Муж	Минск
459	3680973077352064	Игорь Дмитрьевич Соловьёв	06.04.2021 13:24	29.09.1972	Муж	Могилев
460	5022961646732330	Лилия Дмитрьевна Кудрявцева	06.04.2021 14:45	09.01.1937	Жен	Брест
462	8075108171423682	Раиса Константиновна Кузнецова	06.04.2021 19:33	27.08.1994	Жен	Витебск
464	8096145829794796	Анна Эдуардовна Козлова	06.04.2021 23:07	30.01.1978	Жен	Минск
466	1362438487718355	Анна Никольевна Орлова	07.04.2021 4:24	21.08.1991	Жен	Брест
468	9410831751879167	Павел Георгьевич Кудрявцев	07.04.2021 9:51	03.08.2000	Муж	Минск
469	8680142653138433	Вадим Георгьевич Белов	07.04.2021 11:26	06.04.1995	Муж	Минск
449	3670257529837809	Светлана Пётровна Кузьмина	05.04.2021 14:39	13.05.1969	Жен	Брест
470	7837134955253386	Алексей Юрьевич Ковалёв	07.04.2021 13:27	15.09.1983	Муж	Минск
471	9142247221523530	Вадим Борисович Виноградов	07.04.2021 16:15	03.03.1992	Муж	Минск
472	7924977049823283	Владислав Александрович Куликов	07.04.2021 19:11	29.08.1976	Муж	Минск
473	3987464856882131	Анна Григорьевна Новикова	07.04.2021 22:31	07.03.1986	Жен	Минск
474	5225782156459166	Ольга Геннадьевна Ковалёва	07.04.2021 23:58	19.01.1992	Жен	Могилев
475	2755179051474064	Геннадий Борисович Михайлов	08.04.2021 1:19	09.11.1972	Муж	Барановичи
476	1207983248846786	Алла Игорьевна Волкова	08.04.2021 3:53	15.07.1982	Жен	Брест
477	8763617304099645	Галина Андреевна Иванова	08.04.2021 6:42	10.06.1999	Жен	Минск
478	2458994465569491	Татьяна Викторовна Титова	08.04.2021 8:30	20.07.1957	Жен	Брест
458	6906867433849881	Вадим Анатольевич Виноградов	06.04.2021 11:20	16.10.1971	Муж	Брест
481	8712802455518987	Лев Юрьевич Титов	08.04.2021 17:54	12.04.1989	Муж	Барановичи
482	8910958009858006	Вадим Станиславович Богданов	08.04.2021 20:16	20.06.1995	Муж	Минск
483	1055882348052347	Зоя Вадимовна Павлова	08.04.2021 20:54	23.09.1993	Жен	Минск
461	6044985152806230	Ираида Андреевна Волкова	06.04.2021 17:24	06.10.1955	Жен	Витебск
484	8321122407602545	Карина Анатольевна Семёнова	08.04.2021 23:47	14.05.1988	Жен	Гомель
486	1294348504430478	Паулина Васильевна Кузнецова	09.04.2021 9:32	09.02.2002	Жен	Гродно
463	9424275084272797	Валентина Вадимовна Кузнецова	06.04.2021 22:00	29.12.1964	Жен	Брест
489	2256063144138056	Вера Константиновна Голубева	09.04.2021 14:12	24.08.1983	Жен	Гомель
490	9345661740281879	Надежда Витальевна Семёнова	09.04.2021 16:10	06.07.1970	Жен	Минск
465	6110641973776239	Леонид Васильевич Фёдоров	07.04.2021 2:43	26.02.2001	Муж	Минск
491	4870701203475123	Ирина Вадимовна Андреева	09.04.2021 18:47	12.03.1990	Жен	Минск
492	9447378826722054	Ольга Валерьевна Иванова	09.04.2021 21:24	12.02.1998	Жен	Минск
467	9799907203898969	Герман Владиславович Орлов	07.04.2021 9:16	11.08.1968	Муж	Гомель
494	8437122951604181	Любовь Валерьевна Голубева	10.04.2021 3:55	25.07.2001	Жен	Минск
495	2507206111769644	Владислав Германович Богданов	10.04.2021 14:45	26.07.1998	Муж	Минск
499	5032796898238347	Вадим Григорьевич Зайцев	11.04.2021 4:56	15.12.1995	Муж	Минск
508	9961458486769957	Павел Анатольевич Ильин	12.04.2021 4:34	12.07.1991	Муж	Гродно
493	9587822946928422	Инна Геннадьевна Макарова	09.04.2021 22:08	15.11.1977	Жен	Минск
487	8801302645776396	Валентина Игорьевна Смирнова	09.04.2021 10:20	11.02.1980	Жен	Минск
506	7486962470574195	Нина Михаиловна Смирнова	12.04.2021 0:33	20.06.1974	Жен	Гомель
497	8164677426936895	Валерий Романович Морозов	10.04.2021 22:22	11.05.1983	Муж	Брест
479	8448908712724567	Станислав Дмитрьевич Козлов	08.04.2021 11:34	12.12.1975	Муж	Минск
488	5856292887721939	Любовь Германовна Попова	09.04.2021 12:17	07.05.1996	Жен	Минск
505	8910624460328952	Владимир Леонидович Беляев	11.04.2021 21:20	10.12.1987	Муж	Барановичи
480	9008510448604537	Надежда Витальевна Петрова	08.04.2021 15:54	13.03.1974	Жен	Витебск
513	7262780131839070	Людмила Андреевна Михайлова	12.04.2021 19:11	12.08.1990	Жен	Минск
485	6885464577488654	Алевтина Александровна Волкова	09.04.2021 7:06	20.06.2004	Жен	Гомель
521	8847208443442604	Виктория Павловна Куликова	13.04.2021 15:29	21.08.1991	Жен	Брест
511	4694872203430092	Аркадий Викторович Комаров	12.04.2021 14:55	06.04.1997	Муж	Гомель
522	2446043337747013	Григорий Игорьевич Киселёв	13.04.2021 16:47	09.07.2004	Муж	Минск
519	4636095331890459	Фёдор Вадимович Михайлов	13.04.2021 12:56	08.04.1955	Муж	Гомель
515	2673760640117015	Михаил Борисович Павлов	13.04.2021 2:11	21.07.1981	Муж	Гомель
500	5764555629579195	Виктория Олеговна Петрова	11.04.2021 8:21	27.04.1964	Жен	Гомель
512	1484238955893323	Леонид Григорьевич Зайцев	12.04.2021 17:07	06.08.1941	Муж	Минск
530	5231045386770757	Фёдор Фёдорович Петров	14.04.2021 13:28	16.01.1981	Муж	Брест
517	1110390855020338	Владимир Германович Киселёв	13.04.2021 8:54	04.02.1992	Муж	Гомель
509	7498714106890036	Любовь Юрьевна Тарасова	12.04.2021 6:28	14.11.1994	Жен	Гродно
533	6012555801292729	Юрий Аркадьевич Морозов	14.04.2021 21:25	16.12.1992	Муж	Минск
524	7121821982363102	Георгий Борисович Богданов	13.04.2021 20:17	15.03.1979	Муж	Гродно
496	5620392596491814	Виктория Анатольевна Смирнова	10.04.2021 19:03	06.12.1978	Жен	Брест
541	7530945890394506	Раиса Юрьевна Киселёва	15.04.2021 18:43	22.08.1979	Жен	Минск
498	3687538664985998	Александр Львович Кудрявцев	11.04.2021 0:44	12.12.2002	Муж	Брест
542	8836734542733398	Василий Витальевич Морозов	15.04.2021 20:46	11.07.1954	Муж	Минск
528	3197365070726003	Иван Фёдорович Козлов	14.04.2021 5:55	08.12.1983	Муж	Минск
518	4900437070965368	Герман Геннадьевич Лебедев	13.04.2021 9:57	25.05.1976	Муж	Гомель
501	5762011691846242	Михаил Сергеевич Макаров	11.04.2021 9:17	27.05.1968	Муж	Минск
510	5806900736248877	Раиса Георгьевна Павлова	12.04.2021 9:46	21.10.1954	Жен	Минск
502	3873272276014477	Анатолий Никольевич Голубев	11.04.2021 12:08	08.08.1951	Муж	Гомель
531	2312774156774978	Анатолий Викторович Виноградов	14.04.2021 15:30	01.02.2003	Муж	Брест
503	5413259627777821	Лилия Викторовна Волкова	11.04.2021 12:24	03.03.1991	Жен	Барановичи
523	5843196993513752	Вера Васильевна Волкова	13.04.2021 18:12	27.11.1975	Жен	Брест
504	2333491429662481	Галина Вадимовна Петрова	11.04.2021 16:43	15.08.1976	Жен	Барановичи
540	6931669696960146	Нелли Владиславовна Фёдорова	15.04.2021 16:56	24.04.1947	Жен	Гродно
507	1358046253820269	Тамара Эдуардовна Гусева	12.04.2021 3:19	28.08.1979	Жен	Минск
547	7979549639213161	Вера Фёдоровна Титова	16.04.2021 6:30	16.05.2004	Жен	Минск
525	9681382055012282	Станислав Романович Орлов	14.04.2021 0:19	04.10.1984	Муж	Минск
551	7559924862921028	Иван Васильевич Михайлов	16.04.2021 15:31	13.11.1967	Муж	Минск
538	4651673513419161	Сергей Анатольевич Кузьмин	15.04.2021 8:32	28.10.1991	Муж	Минск
526	3161847039727235	Виктор Владиславович Павлов	14.04.2021 2:47	16.04.1966	Муж	Витебск
549	6449796650458920	Владислав Григорьевич Морозов	16.04.2021 10:36	05.12.1965	Муж	Минск
514	7180975945302411	Андрей Валентинович Ковалёв	12.04.2021 23:37	10.02.1957	Муж	Брест
516	1491805427197927	Нина Никольевна Андреева	13.04.2021 6:37	07.07.1983	Жен	Минск
553	3918050853755839	Владислав Константинович Андреев	16.04.2021 21:20	03.08.1970	Муж	Минск
556	4641481203402191	Альбина Фёдоровна Воробьёва	17.04.2021 15:52	20.06.1985	Жен	Брест
546	2531263283361656	Антонина Павловна Кузьмина	16.04.2021 4:12	03.05.1989	Жен	Гродно
520	9509761663923501	Ирина Борисовна Куликова	13.04.2021 14:13	23.08.1997	Жен	Минск
552	4860877904487901	Вера Алексеевна Кузнецова	16.04.2021 17:16	10.08.1984	Жен	Гродно
554	7351624631694822	Раиса Валентиновна Голубева	17.04.2021 4:31	01.05.1980	Жен	Брест
534	2067686747528071	Альбина Никольевна Волкова	14.04.2021 23:36	17.03.1976	Жен	Гомель
535	3341260492315543	Альбина Владиславовна Смирнова	14.04.2021 23:56	22.01.1970	Жен	Минск
527	1454367911755946	Георгий Валентинович Орлов	14.04.2021 4:29	27.10.1997	Муж	Витебск
563	8865702452755616	Олег Михаилович Кузнецов	18.04.2021 7:31	21.11.1973	Муж	Минск
529	6881767143223756	Альберт Вадимович Попов	14.04.2021 10:00	06.10.1984	Муж	Витебск
536	9504967104033041	Евгения Григорьевна Кузьмина	15.04.2021 0:44	04.01.1982	Жен	Минск
562	8897512839290702	Антонина Романовна Соловьёва	18.04.2021 5:49	20.06.2001	Жен	Минск
532	4015577538939365	Наталья Никольевна Семёнова	14.04.2021 19:03	03.10.1979	Жен	Гродно
559	1933651223947825	Аркадий Григорьевич Кузьмин	17.04.2021 22:53	19.02.1984	Муж	Минск
574	3666192852188699	Зоя Витальевна Куликова	19.04.2021 17:48	13.11.1964	Жен	Витебск
565	1930470706858953	Станислав Иванович Воробьёв	18.04.2021 11:47	30.11.1991	Муж	Минск
557	9931578299437218	Георгий Альбертович Соколов	17.04.2021 18:06	21.12.1933	Муж	Минск
566	2994215878438785	Татьяна Фёдоровна Васильева	18.04.2021 15:19	04.02.1976	Жен	Гомель
537	7870529139904167	Марина Павловна Белова	15.04.2021 7:16	06.04.1992	Жен	Барановичи
575	2168176667073508	Вера Игорьевна Попова	19.04.2021 18:02	03.01.1941	Жен	Брест
539	1665643403945367	Василий Альбертович Орлов	15.04.2021 15:05	13.05.1985	Муж	Брест
571	4595403449926212	Лариса Аркадьевна Куликова	19.04.2021 12:05	19.03.1972	Жен	Брест
576	4872255879368431	Герман Дмитрьевич Попов	19.04.2021 19:51	29.08.1980	Муж	Могилев
548	9262637493698151	Людмила Валерьевна Богданова	16.04.2021 8:12	19.08.1960	Жен	Минск
583	4804938721529244	Елена Владиславовна Беляева	20.04.2021 23:51	24.05.1982	Жен	Гродно
543	7781203328867692	Дмитрий Дмитрьевич Морозов	15.04.2021 21:01	21.03.1989	Муж	Минск
573	5801442824210365	Олег Константинович Тарасов	19.04.2021 14:58	05.08.1969	Муж	Минск
544	6237432022254236	Лев Романович Павлов	16.04.2021 0:29	19.11.1971	Муж	Минск
545	7336688785977850	Сергей Владиславович Зайцев	16.04.2021 2:29	18.02.1983	Муж	Гродно
578	3604403008631906	Олег Романович Макаров	20.04.2021 5:00	14.01.1987	Муж	Минск
587	3388652061790327	Александра Михаиловна Соловьёва	21.04.2021 7:20	01.01.1954	Жен	Минск
568	5617228805572027	Александр Григорьевич Белов	19.04.2021 2:28	31.05.1981	Муж	Минск
550	5709126026367106	Мария Альбертовна Гусева	16.04.2021 12:08	05.07.1986	Жен	Минск
580	7899771262837444	Виталий Владимирович Виноградов	20.04.2021 16:18	11.12.1975	Муж	Гомель
591	6117496497456690	Григорий Витальевич Беляев	21.04.2021 18:21	07.10.1996	Муж	Минск
560	8496237373360253	Леонид Васильевич Баранов	17.04.2021 23:28	03.03.1986	Муж	Минск
593	1589303947326680	Зинаида Сергеевна Ковалёва	21.04.2021 22:22	03.04.1958	Жен	Минск
586	9544503809560039	Андрей Никольевич Виноградов	21.04.2021 4:50	06.04.1993	Муж	Витебск
555	2338104601287935	Елена Ивановна Петрова	17.04.2021 6:56	02.07.1978	Жен	Брест
585	5204917360611189	Людмила Вадимовна Васильева	21.04.2021 2:27	22.05.1994	Жен	Минск
558	2221239671931684	Зинаида Константиновна Баранова	17.04.2021 20:40	13.08.1972	Жен	Минск
577	6406025133255902	Анна Дмитрьевна Орлова	20.04.2021 2:18	11.05.1963	Жен	Витебск
561	5287746375765970	Алла Пётровна Гусева	18.04.2021 1:50	24.05.1993	Жен	Витебск
594	9164807773812991	Лариса Германовна Виноградова	22.04.2021 4:35	12.04.1944	Жен	Брест
588	6573939143484033	Эдуард Аркадьевич Попов	21.04.2021 8:30	25.02.1975	Муж	Брест
581	3860724099707809	Наталья Анатольевна Попова	20.04.2021 20:32	25.08.1964	Жен	Минск
564	7358263036064958	Виктория Михаиловна Козлова	18.04.2021 10:07	15.06.1958	Жен	Могилев
582	7244350522897162	Владислав Леонидович Комаров	20.04.2021 22:02	13.03.1968	Муж	Минск
606	8720323441917329	Ираида Анатольевна Кузьмина	23.04.2021 12:40	18.01.1972	Жен	Минск
600	1193533928410298	Зоя Викторовна Беляева	23.04.2021 0:35	08.10.1948	Жен	Гродно
567	3105773954061585	Вадим Фёдорович Кузьмин	18.04.2021 17:06	11.03.1972	Муж	Брест
605	2161900977129507	Клавдия Владиславовна Соколова	23.04.2021 9:43	09.08.1992	Жен	Гродно
569	7487762505259504	Клавдия Юрьевна Волкова	19.04.2021 5:52	15.08.1972	Жен	Гродно
610	4665605778833629	Инна Андреевна Морозова	23.04.2021 22:45	19.04.1981	Жен	Минск
570	3929172504994357	Виктор Валентинович Козлов	19.04.2021 8:02	17.11.1990	Муж	Могилев
599	6327933185856618	Алла Борисовна Киселёва	22.04.2021 22:41	04.04.1998	Жен	Могилев
572	3992513603189322	Эдуард Сергеевич Макаров	19.04.2021 13:55	27.06.1982	Муж	Минск
615	5148065622821796	Андрей Вячеславович Комаров	24.04.2021 11:17	07.08.1991	Муж	Гомель
601	8293514623282429	Евгения Ивановна Комарова	23.04.2021 1:29	24.10.1973	Жен	Могилев
597	6919160469337220	Наталья Ивановна Смирнова	22.04.2021 19:26	23.03.1975	Жен	Минск
619	3537127635160427	Евгений Анатольевич Петров	25.04.2021 0:54	31.08.1989	Муж	Брест
629	3935348211909443	Евгений Аркадьевич Белов	25.04.2021 23:37	16.11.1987	Муж	Минск
579	4231778580736087	Любовь Владиславовна Смирнова	20.04.2021 13:06	07.07.2001	Жен	Минск
611	5123206289749206	Альбина Юрьевна Павлова	24.04.2021 4:13	26.05.1983	Жен	Минск
592	8104594994405378	Павел Алексеевич Тарасов	21.04.2021 21:36	18.07.1976	Муж	Брест
627	5721520063846779	Екатерина Вадимовна Воробьёва	25.04.2021 17:36	23.10.1987	Жен	Минск
584	2059219560495208	Евгений Игорьевич Кузьмин	21.04.2021 0:43	18.04.1942	Муж	Гомель
624	5319565668401506	Василий Витальевич Тарасов	25.04.2021 11:52	13.10.1961	Муж	Могилев
618	9557706903481543	Лариса Станиславовна Гусева	24.04.2021 20:47	24.09.1969	Жен	Минск
603	6915777699065654	Константин Алексеевич Виноградов	23.04.2021 2:54	02.02.2000	Муж	Гомель
607	9736492915588017	Мария Пётровна Макарова	23.04.2021 13:40	01.01.1987	Жен	Гродно
595	7438354606138411	Алексей Сергеевич Соколов	22.04.2021 7:31	23.12.1998	Муж	Минск
632	3790971379560186	Игорь Алексеевич Орлов	26.04.2021 8:46	14.04.1993	Муж	Могилев
589	6577635869152335	Эдуард Альбертович Гусев	21.04.2021 11:55	24.01.1990	Муж	Минск
641	1447986964073607	Станислав Юрьевич Лебедев	27.04.2021 6:25	01.08.1986	Муж	Минск
590	9306882428391604	Лев Львович Зайцев	21.04.2021 14:15	28.03.1943	Муж	Минск
623	9386664966240348	Вячеслав Александрович Соловьёв	25.04.2021 7:34	16.06.1984	Муж	Минск
625	5939909022271113	Анна Константиновна Попова	25.04.2021 14:46	10.04.1983	Жен	Минск
634	4875728067984766	Ираида Романовна Васильева	26.04.2021 15:33	02.09.1988	Жен	Минск
617	4873646729795294	Александр Романович Андреев	24.04.2021 18:23	06.10.1975	Муж	Барановичи
631	2648905469004461	Мария Германовна Титова	26.04.2021 5:15	14.02.2002	Жен	Минск
614	2399466335595619	Владимир Викторович Богданов	24.04.2021 8:53	02.07.1998	Муж	Барановичи
596	5013976525175058	Клавдия Викторовна Кузьмина	22.04.2021 9:17	27.06.1990	Жен	Гродно
609	8472224393999949	Мария Витальевна Голубева	23.04.2021 19:04	04.09.1999	Жен	Минск
650	8067746558869472	Константин Дмитрьевич Зайцев	28.04.2021 8:05	06.06.2003	Муж	Минск
598	1960826423931870	Антонина Юрьевна Воробьёва	22.04.2021 20:29	07.10.1979	Жен	Минск
644	3977810415158750	Леонид Геннадьевич Фёдоров	27.04.2021 17:12	30.03.1983	Муж	Минск
626	4661754179157222	Игорь Валерьевич Зайцев	25.04.2021 16:20	23.03.1973	Муж	Брест
640	2949438457650290	Виктор Романович Ковалёв	27.04.2021 3:36	26.02.1993	Муж	Брест
602	9324097930352970	Юлия Владимировна Ковалёва	23.04.2021 2:32	28.12.1959	Жен	Могилев
604	2979148524482699	Виталий Романович Васильев	23.04.2021 6:39	15.03.1989	Муж	Брест
630	6315757808187326	Альберт Романович Беляев	26.04.2021 1:16	13.05.1977	Муж	Минск
654	1549283913894483	Сергей Олегович Тарасов	28.04.2021 13:07	31.03.1976	Муж	Могилев
639	4991431496303216	Михаил Анатольевич Михайлов	27.04.2021 1:37	25.12.1970	Муж	Барановичи
658	9943963062656730	Лариса Альбертовна Орлова	28.04.2021 22:28	31.05.2002	Жен	Минск
652	5771230208844088	Михаил Григорьевич Смирнов	28.04.2021 11:40	04.11.1983	Муж	Минск
608	5469718307615997	Эдуард Геннадьевич Павлов	23.04.2021 16:04	18.09.2002	Муж	Витебск
668	1628229542470502	Андрей Евгеньевич Титов	29.04.2021 22:51	07.06.1991	Муж	Минск
647	5838645495645269	Игорь Борисович Титов	28.04.2021 0:02	14.10.1973	Муж	Минск
635	5717314323229877	Андрей Станиславович Ильин	26.04.2021 15:56	22.03.1991	Муж	Минск
612	9596467197783216	Нина Владимировна Беляева	24.04.2021 6:59	14.12.1974	Жен	Барановичи
649	7320406480291403	Нелли Аркадьевна Ковалёва	28.04.2021 4:53	18.05.1993	Жен	Минск
613	8794525768379505	Марина Альбертовна Макарова	24.04.2021 7:17	24.09.1941	Жен	Барановичи
662	8400528661868716	Георгий Викторович Фёдоров	29.04.2021 7:23	21.03.1977	Муж	Минск
648	8880306911375528	Ираида Георгьевна Кузнецова	28.04.2021 3:10	23.05.1967	Жен	Минск
656	1477964462729594	Паулина Андреевна Соколова	28.04.2021 18:28	09.08.1992	Жен	Гродно
616	1178631693359889	Вадим Львович Козлов	24.04.2021 15:57	26.04.1985	Муж	Минск
667	4571213874622876	Эдуард Олегович Беляев	29.04.2021 21:33	25.04.1983	Муж	Барановичи
672	6393094693860142	Фёдор Викторович Баранов	30.04.2021 8:04	28.01.1976	Муж	Брест
638	4833437515111612	Владимир Андреевич Белов	26.04.2021 22:45	03.03.1945	Муж	Минск
620	2134126241421380	Клавдия Сергеевна Соловьёва	25.04.2021 2:39	14.09.1954	Жен	Брест
675	8622934602177327	Лев Анатольевич Попов	30.04.2021 15:29	25.07.1974	Муж	Минск
621	8406750607383164	Нелли Владиславовна Лебедева	25.04.2021 4:02	07.12.1990	Жен	Могилев
622	4185484787931903	Евгения Анатольевна Попова	25.04.2021 7:06	29.06.1965	Жен	Барановичи
646	9410318076449019	Эдуард Геннадьевич Гусев	27.04.2021 22:28	04.04.1996	Муж	Гомель
636	6668337611301910	Альберт Львович Комаров	26.04.2021 16:46	06.02.1999	Муж	Минск
653	5339700669532295	Леонид Альбертович Соколов	28.04.2021 12:33	17.03.1972	Муж	Брест
660	5663761131528957	Георгий Витальевич Макаров	29.04.2021 3:00	06.10.1943	Муж	Минск
628	2065427099211569	Юрий Витальевич Смирнов	25.04.2021 22:24	19.06.1986	Муж	Минск
645	2556327198015902	Юрий Сергеевич Гусев	27.04.2021 19:12	24.10.1976	Муж	Минск
666	6986466150481221	Виктор Алексеевич Макаров	29.04.2021 18:25	07.04.1996	Муж	Барановичи
659	7575981894746790	Раиса Михаиловна Белова	29.04.2021 0:27	31.07.1981	Жен	Брест
633	4922304183830669	Марина Евгеньевна Виноградова	26.04.2021 13:12	24.03.1990	Жен	Барановичи
643	4133572571084089	Леонид Витальевич Макаров	27.04.2021 11:20	25.08.1986	Муж	Витебск
677	8807891172631378	Ираида Алексеевна Иванова	30.04.2021 19:16	08.09.1968	Жен	Минск
665	2276729472620570	Анна Константиновна Васильева	29.04.2021 15:08	11.04.1999	Жен	Минск
681	2125263239132507	Галина Станиславовна Ильина	01.05.2021 13:49	22.09.1974	Жен	Минск
637	8715776696375797	Валентина Владимировна Павлова	26.04.2021 19:58	10.04.1986	Жен	Могилев
669	5053882000164244	Евгения Евгеньевна Смирнова	30.04.2021 2:25	02.09.1984	Жен	Брест
688	6872340814167386	Галина Олеговна Иванова	02.05.2021 12:23	20.09.1986	Жен	Барановичи
686	2916141741082413	Любовь Константиновна Куликова	02.05.2021 9:08	01.10.1991	Жен	Минск
661	4253489001460925	Инна Валерьевна Макарова	29.04.2021 6:45	19.04.1969	Жен	Могилев
642	6803380870570417	Альбина Фёдоровна Фёдорова	27.04.2021 7:15	24.02.1961	Жен	Барановичи
678	1566319177040086	Вадим Дмитрьевич Соловьёв	30.04.2021 22:39	22.11.1990	Муж	Минск
664	2767044344490559	Вадим Григорьевич Семёнов	29.04.2021 11:30	23.05.1981	Муж	Минск
696	7686099631406022	Юрий Владимирович Зайцев	03.05.2021 16:06	03.09.1958	Муж	Минск
699	9374714254689756	Геннадий Васильевич Павлов	03.05.2021 23:36	12.12.1982	Муж	Гомель
674	3989396285883325	Зоя Евгеньевна Воробьёва	30.04.2021 12:46	02.09.1988	Жен	Минск
697	6877073254491451	Василий Геннадьевич Гусев	03.05.2021 17:44	09.07.1992	Муж	Витебск
651	8551276384038126	Екатерина Альбертовна Макарова	28.04.2021 10:29	27.01.1984	Жен	Минск
691	1761367590924036	Владислав Константинович Тарасов	02.05.2021 19:57	31.08.1987	Муж	Брест
671	3651466182582713	Александра Пётровна Смирнова	30.04.2021 5:07	02.06.1954	Жен	Барановичи
683	2122298837825570	Александра Валерьевна Соловьёва	01.05.2021 21:07	09.06.1977	Жен	Витебск
655	9062801900578569	Дмитрий Александрович Тарасов	28.04.2021 15:52	15.07.1994	Муж	Минск
694	6323138016410273	Ольга Владиславовна Кузьмина	03.05.2021 14:13	30.03.1954	Жен	Минск
685	3811931016703830	Антонина Евгеньевна Козлова	02.05.2021 6:44	06.09.1976	Жен	Брест
657	1405040343563597	Надежда Евгеньевна Титова	28.04.2021 22:02	22.08.1977	Жен	Минск
663	1238825394813975	Антонина Германовна Зайцева	29.04.2021 8:47	30.09.1986	Жен	Брест
689	7979986645922232	Виктория Евгеньевна Беляева	02.05.2021 16:10	01.07.1964	Жен	Барановичи
698	7854372142783067	Алевтина Александровна Морозова	03.05.2021 22:38	03.08.1987	Жен	Минск
707	1804922802633542	Пётр Алексеевич Кузьмин	04.05.2021 13:54	19.05.1970	Муж	Минск
703	5540488406964111	Роман Валентинович Павлов	04.05.2021 6:27	22.02.1994	Муж	Гомель
676	9492130386709471	Лилия Александровна Павлова	30.04.2021 16:32	01.10.1938	Жен	Могилев
690	6096197402258403	Юлия Георгьевна Иванова	02.05.2021 19:11	19.12.1987	Жен	Минск
704	9473637500208766	Сергей Леонидович Титов	04.05.2021 7:31	10.01.1973	Муж	Могилев
708	2185758590254349	Зинаида Пётровна Кудрявцева	04.05.2021 18:42	04.03.1994	Жен	Минск
715	3807149752885060	Виталий Витальевич Новиков	05.05.2021 12:36	02.01.1972	Муж	Брест
670	3586420659844101	Лариса Львовна Беляева	30.04.2021 4:17	21.07.1934	Жен	Гомель
718	2977474434945813	Александра Владиславовна Воробьёва	05.05.2021 18:25	08.01.1939	Жен	Гродно
705	3538040008903917	Вадим Иванович Баранов	04.05.2021 11:51	07.04.1971	Муж	Барановичи
673	5889289230626851	Станислав Станиславович Беляев	30.04.2021 12:22	14.10.1988	Муж	Гродно
692	1746888999635499	Паулина Львовна Воробьёва	02.05.2021 21:45	26.11.1945	Жен	Могилев
710	6069706707294766	Нелли Владимировна Соколова	05.05.2021 1:17	03.07.1963	Жен	Витебск
